10,0.235714,280,66,214
384,0.21831,284,62,222
385,0.220974,267,59,208
344,0.205674,282,58,224
386,0.227437,277,63,214
127,0.213768,276,59,217
387,0.221402,271,60,211
388,0.172043,279,48,231
389,0.207031,256,53,203
39,0.233083,266,62,204
206,0.153846,260,40,220
390,0.222603,292,65,227
116,0.23622,254,60,194
391,0.236364,275,65,210
345,0.196787,249,49,200
392,0.278195,266,74,192
393,0.245211,261,64,197
394,0.222222,261,58,203
395,0.192308,260,50,210
128,0.212687,268,57,211
396,0.261538,260,68,192
397,0.189394,264,50,214
398,0.188679,265,50,215
207,0.218638,279,61,218
279,0.267717,254,68,186
346,0.227273,286,65,221
399,0.183206,262,48,214
4,0.229167,240,55,185
40,0.224335,263,59,204
400,0.217899,257,56,201
41,0.189091,275,52,223
42,0.184,250,46,204
43,0.220472,254,56,198
129,0.20229,262,53,209
44,0.207273,275,57,218
45,0.223443,273,61,212
